id,full text
nf105.jpg,NutrtionatinformationsPer10gEnergy524KealCarbohydrate62g(OfwhichSugar)53gProtein6gaaeStal
nf131.jpg,
nf157.jpg,NUTRITIONALINFORMATION(ApproximateValues)SaturatedFat'TransFat01g
nf37.jpg,NUTRITIONALFACTSPER100ml(APPROXIMATE)Energy53kealProtein0.29Carbohydrate13.49NoturolFruitSugors6gAddedSugor7.49Fat0gCalcium7mgiron0.25mgVitamin¢18mg
nf47.jpg,NutritionFacts4ingspercontainerServingsize2Pieces(58g)AmountPerServingCaloriesTotalFat129SaturatedFat1gTransFatOgCholesterolOmgo%Sodium330mg4a%TotalCarbohydrate2198%DietaryFiber3g191%TotalSugarsOgincludes6gAddedSugarsO%ProteinEsVaaminD(Omeg)0%_@{ron(0.9mg)aCalcium@8mG)2%Potassium(WB2ma)4ekaleella
nf54.jpg,NutritionalInformation’QuantityPer100gEnergy470scatProtein6.4gFat-Total21g-SaturatedFat94g-MonounsaturatedFat47g-PolyunsaturatedFat1.39-TransFatOg+Che'estesMen!Carbohydrate63gi
nf65.jpg,Nutritional*InformationPer100gServingSize:90gServingperpack:8Per100gPerservingEnergy406.6kcal365.9kcalSSFat15913gCarbohydrate89.11.g“80.19GietaryFiber391g350gProtein769689
nf79.jpg,NUTRITIONFACTS
nf80.jpg,feos
nf90.jpg,NutritionFactsServingSize:2Cookies(Approx20g)ServingsPerPack:About7-8DfAmountperServingsEnergyvalue97.2kealTotalFat399SaturatedFat2.79MonoUnsaturatedFat0.9gPolyUnsaturatedFat0.15gTransfatogTotalMineralContent0.49Calcium100mgCarbohydrates9aTotalSugar4gOfwhichAddedRetinedWhiteSugarosProtein249g
nf97.jpg,NUTRITIONFACTS(Approx.per100g)*Calories357KeatCaloriesfromFat147Kcal%eDasyVotue™TotalFat13g52%SaturatedFat5.36gMonounsaturatedFat4.659PolyUnsaturatedFat1.989TransFat0gCholesterol65mgSodlum147mgTotalCarbohydrate$7g1%DietaryFibre1gSugars46gProtein3g5%VitaminA488IUVitaminC3mgCalcium19mgIron0.3mg
